"label","vowel_label.1tier","F1.1tier","F2.1tier","participant_id","context","position","dominance","awareness","vowel_label.2tier","F1.2tier","F2.2tier","vowel_label","detailed_context","stimuli_id","mel_F1.1tier","mel_F2.1tier","mel_F1.2tier","mel_F2.2tier"
"P0619-2","v",931.0648654,1959.341678,"P06","em","",106.43,139,"x",931.0648654,1959.341678,NA,"em",19,951.496569132477,1501.36109900355,951.496569132477,1501.36109900355
"P0619-3","v",874.1285593,1903.733542,"P06","em","",106.43,139,"x",874.1285593,1903.733542,NA,"em",19,911.530190122437,1477.59110932301,911.530190122437,1477.59110932301
"P0620-1","v",948.8994653,1938.406938,"P06","em","",106.43,139,"x",948.8994653,1938.406938,NA,"em",20,963.728995245965,1492.47128741814,963.728995245965,1492.47128741814
"P0620-2","v",883.5476517,1967.049497,"P06","em","",106.43,139,"x",883.5476517,1967.049497,NA,"em",20,918.240720105383,1504.61656245278,918.240720105383,1504.61656245278
"P0620-3","v",893.5991147,1859.38195,"P06","em","",106.43,139,"x",893.5991147,1859.38195,NA,"em",20,925.357893081149,1458.26599253347,925.357893081149,1458.26599253347
"P0621-1","v",836.819795,1796.309897,"P06","em","",106.43,139,"x",836.819795,1796.309897,NA,"em",21,884.549506030802,1430.19918763239,884.549506030802,1430.19918763239
"P0621-2","v",810.3674463,1799.356379,"P06","em","",106.43,139,"x",810.3674463,1799.356379,NA,"em",21,865.020053072486,1431.57107773432,865.020053072486,1431.57107773432
"P0621-3","v",886.8909643,1811.545716,"P06","em","",106.43,139,"x",886.8909643,1811.545716,NA,"em",21,920.613032445924,1437.04349361426,920.613032445924,1437.04349361426
"P0622-1","v",909.8787738,1882.453764,"P06","em","",106.43,139,"x",909.8787738,1882.453764,NA,"em",22,936.790397697722,1468.36039302383,936.790397697722,1468.36039302383
"P0622-2","v",867.0648301,1826.984692,"P06","em","",106.43,139,"x",867.0648301,1826.984692,NA,"em",22,906.471312545514,1443.93683899099,906.471312545514,1443.93683899099
"P0622-3","v",843.2581256,1855.596589,"P06","em","",106.43,139,"x",843.2581256,1855.596589,NA,"em",22,889.251978627779,1456.60113284496,889.251978627779,1456.60113284496
"P0623-2","v",986.9757784,1907.32845,"P06","em","",106.43,139,"x",986.9757784,1907.32845,NA,"em",23,989.407990179224,1479.14305201712,989.407990179224,1479.14305201712
"P0623-3","v",956.8031113,1971.802992,"P06","em","",106.43,139,"x",956.8031113,1971.802992,NA,"em",23,969.107711105627,1506.61955487217,969.107711105627,1506.61955487217
"P0624-1","v",947.0382627,1559.407465,"P06","em","",106.43,139,"x",947.0382627,1559.407465,NA,"em",24,962.458629514444,1318.04198498895,962.458629514444,1318.04198498895
"P0624-2","v",908.1685645,1527.022865,"P06","em","",106.43,139,"x",908.1685645,1527.022865,NA,"em",24,935.594838878868,1301.80298717418,935.594838878868,1301.80298717418
"P0624-3","v",897.7324861,1462.358795,"P06","em","",106.43,139,"x",897.7324861,1462.358795,NA,"em",24,928.271606347702,1268.65896708755,928.271606347702,1268.65896708755
"P0625-1","v",936.0098856,1894.755265,"P06","em","",106.43,139,"x",936.0098856,1894.755265,NA,"em",25,954.90161841032,1473.70575715023,954.90161841032,1473.70575715023
"P0625-2","v",935.421843,1879.847959,"P06","em","",106.43,139,"x",935.421843,1879.847959,NA,"em",25,954.497242753528,1467.22482635486,954.497242753528,1467.22482635486
"P0625-3","v",916.2328805,1875.302702,"P06","em","",106.43,139,"x",916.2328805,1875.302702,NA,"em",25,941.221275183668,1465.24133064391,941.221275183668,1465.24133064391
"P0626-1","v",899.922199,1759.581541,"P06","em","",106.43,139,"x",899.922199,1759.581541,NA,"em",26,929.812134904885,1413.52664919832,929.812134904885,1413.52664919832
"P0626-2","v",850.4045108,1701.489583,"P06","em","",106.43,139,"x",850.4045108,1701.489583,NA,"em",26,894.448686605886,1386.64110782793,894.448686605886,1386.64110782793
"P0626-3","v",930.0434784,1731.861745,"P06","em","",106.43,139,"x",930.0434784,1731.861745,NA,"em",26,950.79197473828,1400.77777817283,950.79197473828,1400.77777817283
"P0627-1","v",847.2275978,1205.758042,"P06","em","",106.43,139,"x",847.2275978,1205.758042,NA,"em",27,892.14146288675,1126.57157761344,892.14146288675,1126.57157761344
"P0627-2","v",964.7267093,1622.372777,"P06","em","",106.43,139,"x",964.7267093,1622.372777,NA,"em",27,974.474310442941,1348.95978031087,974.474310442941,1348.95978031087
"P0628-1","v",927.9763642,1839.510177,"P06","em","",106.43,139,"x",927.9763642,1839.510177,NA,"em",28,949.364643158496,1449.49846651692,949.364643158496,1449.49846651692
"P0628-2","v",906.7552934,1785.602985,"P06","em","",106.43,139,"x",906.7552934,1785.602985,NA,"em",28,934.605901287381,1425.36433942081,934.605901287381,1425.36433942081
"P0628-3","v",937.466259,1643.760692,"P06","em","",106.43,139,"x",937.466259,1643.760692,NA,"em",28,955.90248837702,1359.27143603853,955.90248837702,1359.27143603853
"P0629-1","v",940.8873155,1622.717308,"P06","em","",106.43,139,"x",940.8873155,1622.717308,NA,"em",29,958.250059098933,1349.12663877264,958.250059098933,1349.12663877264
"P0629-2","v",903.3475063,1849.070595,"P06","em","",106.43,139,"x",903.3475063,1849.070595,NA,"em",29,932.21771748539,1453.72510195837,932.21771748539,1453.72510195837
"P0629-3","v",885.7397754,1839.010673,"P06","em","",106.43,139,"x",885.7397754,1839.010673,NA,"em",29,919.796748687028,1449.27719994722,919.796748687028,1449.27719994722
"P0630-1","v",663.2733172,2185.706499,"P06","em","",106.43,139,"x",663.2733172,2185.706499,NA,"em",30,749.765876777505,1593.24916440508,749.765876777505,1593.24916440508
"P0630-2","v",673.0962877,2060.522081,"P06","em","",106.43,139,"x",673.0962877,2060.522081,NA,"em",30,757.841648209702,1543.36335000959,757.841648209702,1543.36335000959
"P0630-3","v",900.7717528,1678.01639,"P06","em","",106.43,139,"x",900.7717528,1678.01639,NA,"em",30,930.409253806505,1375.59252123635,930.409253806505,1375.59252123635
"P0716-1","v",699.7832058,1793.591455,"P07","em","",103.08,148,"x",699.7832058,1793.591455,NA,"em",16,779.493493111181,1428.97360605105,779.493493111181,1428.97360605105
"P0716-2","v",638.9180442,1860.541475,"P07","em","",103.08,148,"x",638.9180442,1860.541475,NA,"em",16,729.488922006992,1458.77547674434,729.488922006992,1458.77547674434
"P0716-3","v",706.8829143,1829.044271,"P07","em","",103.08,148,"x",706.8829143,1829.044271,NA,"em",16,785.18418094771,1444.85323459453,785.18418094771,1444.85323459453
"P0717-1","v",586.3133228,1985.609503,"P07","em","",103.08,148,"x",586.3133228,1985.609503,NA,"em",17,684.404204970601,1512.41709668451,684.404204970601,1512.41709668451
"P0717-2","v",614.0140597,1964.851797,"P07","em","",103.08,148,"x",614.0140597,1964.851797,NA,"em",17,708.370107745603,1503.68930485016,708.370107745603,1503.68930485016
"P0717-3","v",584.0703299,1949.353463,"P07","em","",103.08,148,"x",584.0703299,1949.353463,NA,"em",17,682.441097256434,1497.12842637705,682.441097256434,1497.12842637705
"P0718-1","v",604.2747268,1891.819539,"P07","em","",103.08,148,"x",604.2747268,1891.819539,NA,"em",18,700.001990835881,1472.43240363771,700.001990835881,1472.43240363771
"P0718-2","v",636.1935897,1855.427017,"P07","em","",103.08,148,"x",636.1935897,1855.427017,NA,"em",18,727.19778072558,1456.52649478768,727.19778072558,1456.52649478768
"P0718-3","v",669.4597378,1914.367306,"P07","em","",103.08,148,"x",669.4597378,1914.367306,NA,"em",18,754.858681760868,1482.17558023541,754.858681760868,1482.17558023541
"P0719-1","v",691.3832131,1784.205913,"P07","em","",103.08,148,"x",691.3832131,1784.205913,NA,"em",19,772.723183036929,1424.73193749787,772.723183036929,1424.73193749787
"P0719-2","v",709.0034036,1822.960832,"P07","em","",103.08,148,"x",709.0034036,1822.960832,NA,"em",19,786.878265650407,1442.14429289768,786.878265650407,1442.14429289768
"P0719-3","v",760.2949669,1859.773435,"P07","em","",103.08,148,"x",760.2949669,1859.773435,NA,"em",19,827.097200211971,1458.43803310878,827.097200211971,1458.43803310878
"P0720-1","v",645.8595936,1793.39275,"P07","em","",103.08,148,"x",645.8595936,1793.39275,NA,"em",20,735.305440800583,1428.88396955447,735.305440800583,1428.88396955447
"P0720-2","v",607.6737678,1798.249215,"P07","em","",103.08,148,"x",607.6737678,1798.249215,NA,"em",20,702.929552898322,1431.07269377593,702.929552898322,1431.07269377593
"P0720-3","v",678.8780262,1725.993473,"P07","em","",103.08,148,"x",678.8780262,1725.993473,NA,"em",20,762.568029770071,1398.06021310858,762.568029770071,1398.06021310858
"P0721-1","v",776.6286337,1632.210002,"P07","em","",103.08,148,"x",776.6286337,1632.210002,NA,"em",21,839.60870629584,1353.7142990573,839.60870629584,1353.7142990573
"P0721-2","v",720.18032,1725.342806,"P07","em","",103.08,148,"x",720.18032,1725.342806,NA,"em",21,795.765715888197,1397.75848798407,795.765715888197,1397.75848798407
"P0721-3","v",719.459202,1743.527534,"P07","em","",103.08,148,"x",719.459202,1743.527534,NA,"em",21,795.194425122032,1406.16072040273,795.194425122032,1406.16072040273
"P0722-1","v",586.4490408,1921.571056,"P07","em","",103.08,148,"x",586.4490408,1921.571056,NA,"em",22,684.522877950744,1485.27070708227,684.522877950744,1485.27070708227
"P0722-2","v",646.3383127,1926.227242,"P07","em","",103.08,148,"x",646.3383127,1926.227242,NA,"em",22,735.705466459105,1487.26673849317,735.705466459105,1487.26673849317
"P0722-3","v",607.4646413,1926.308857,"P07","em","",103.08,148,"x",607.4646413,1926.308857,NA,"em",22,702.749654017441,1487.30169395225,702.749654017441,1487.30169395225
"P0723-1","v",581.2176282,1863.356129,"P07","em","",103.08,148,"x",581.2176282,1863.356129,NA,"em",23,679.939401519514,1460.01124970385,679.939401519514,1460.01124970385
"P0723-2","v",646.5888898,1911.421953,"P07","em","",103.08,148,"x",646.5888898,1911.421953,NA,"em",23,735.914796152659,1480.90763768186,735.914796152659,1480.90763768186
"P0723-3","v",632.8259588,1928.43031,"P07","em","",103.08,148,"x",632.8259588,1928.43031,NA,"em",23,724.359292921159,1488.20992500328,724.359292921159,1488.20992500328
"P0724-1","v",671.3403044,1723.370028,"P07","em","",103.08,148,"x",671.3403044,1723.370028,NA,"em",24,756.40224883268,1396.84318295739,756.40224883268,1396.84318295739
"P0724-2","v",667.5919158,1694.839592,"P07","em","",103.08,148,"x",667.5919158,1694.839592,NA,"em",24,753.323475858765,1383.52202846296,753.323475858765,1383.52202846296
"P0724-3","v",667.3212612,1777.182997,"P07","em","",103.08,148,"x",667.3212612,1777.182997,NA,"em",24,753.100844702724,1421.54753054512,753.100844702724,1421.54753054512
"P0725-1","v",707.7475981,1814.673326,"P07","em","",103.08,148,"x",707.7475981,1814.673326,NA,"em",25,785.87529546516,1438.44335588641,785.87529546516,1438.44335588641
"P0725-2","v",687.4845194,1818.460751,"P07","em","",103.08,148,"x",687.4845194,1818.460751,NA,"em",25,769.566975181614,1440.13621063031,769.566975181614,1440.13621063031
"P0725-3","v",738.7223231,1762.196201,"P07","em","",103.08,148,"x",738.7223231,1762.196201,NA,"em",25,810.356460093468,1414.72175770296,810.356460093468,1414.72175770296
"P0726-1","v",682.1463424,1744.745673,"P07","em","",103.08,148,"x",682.1463424,1744.745673,NA,"em",26,765.231010972276,1406.72132345382,765.231010972276,1406.72132345382
"P0726-2","v",663.446616,1693.909926,"P07","em","",103.08,148,"x",663.446616,1693.909926,NA,"em",26,749.908854736789,1383.08529255227,749.908854736789,1383.08529255227
"P0726-3","v",656.5136381,1734.712446,"P07","em","",103.08,148,"x",656.5136381,1734.712446,NA,"em",26,744.174662221346,1402.09555674141,744.174662221346,1402.09555674141
"P0727-1","v",734.6076461,1800.593431,"P07","em","",103.08,148,"x",734.6076461,1800.593431,NA,"em",27,807.134912036293,1432.12766900503,807.134912036293,1432.12766900503
"P0727-2","v",706.9609464,1792.113186,"P07","em","",103.08,148,"x",706.9609464,1792.113186,NA,"em",27,785.246566980774,1428.30658274808,785.246566980774,1428.30658274808
"P0727-3","v",645.3828991,1839.812582,"P07","em","",103.08,148,"x",645.3828991,1839.812582,NA,"em",27,734.906965519739,1449.63240248736,734.906965519739,1449.63240248736
"P0728-1","v",650.1549503,1817.419536,"P07","em","",103.08,148,"x",650.1549503,1817.419536,NA,"em",28,738.8896342573,1439.67107554925,738.8896342573,1439.67107554925
"P0728-2","v",655.6599601,1866.374075,"P07","em","",103.08,148,"x",655.6599601,1866.374075,NA,"em",28,743.46656858591,1461.33477138993,743.46656858591,1461.33477138993
"P0728-3","v",638.3951933,1840.734854,"P07","em","",103.08,148,"x",638.3951933,1840.734854,NA,"em",28,729.049590094294,1450.04078072342,729.049590094294,1450.04078072342
"P0729-1","v",642.8491715,1781.522068,"P07","em","",103.08,148,"x",642.8491715,1781.522068,NA,"em",29,732.786616450328,1423.51606336759,732.786616450328,1423.51606336759
"P0729-2","v",621.0742903,1778.053524,"P07","em","",103.08,148,"x",621.0742903,1778.053524,NA,"em",29,714.39762990204,1421.94274419176,714.39762990204,1421.94274419176
"P0729-3","v",646.9121197,1753.671099,"P07","em","",103.08,148,"x",646.9121197,1753.671099,NA,"em",29,736.184761771331,1410.82041645569,736.184761771331,1410.82041645569
"P0730-1","v",741.7341347,1673.704519,"P07","em","",103.08,148,"x",741.7341347,1673.704519,NA,"em",30,812.708695139901,1373.55111693695,812.708695139901,1373.55111693695
"P0730-2","v",731.5989561,1549.520986,"P07","em","",103.08,148,"x",731.5989561,1549.520986,NA,"em",30,804.773432529442,1313.10930352154,804.773432529442,1313.10930352154
"P0730-3","v",716.491156,1620.021788,"P07","em","",103.08,148,"x",716.491156,1620.021788,NA,"em",30,792.83999268348,1347.82052081761,792.83999268348,1347.82052081761
"P0816-1","v",908.4223823,1818.557849,"P08","em","",122.78,130,"x",908.4223823,1818.557849,NA,"em",16,935.77235602698,1440.17957677366,935.77235602698,1440.17957677366
"P0816-2","v",877.4871393,1968.53343,"P08","em","",122.78,130,"x",877.4871393,1968.53343,NA,"em",16,913.927569017865,1505.24223413725,913.927569017865,1505.24223413725
"P0816-3","v",862.454568,1693.155625,"P08","em","",122.78,130,"x",862.454568,1693.155625,NA,"em",16,903.157237384335,1382.73081447314,903.157237384335,1382.73081447314
"P0817-1","v",858.9511902,2062.480358,"P08","em","",122.78,130,"x",858.9511902,2062.480358,NA,"em",17,900.632297748429,1544.161001126,900.632297748429,1544.161001126
"P0817-2","v",758.7119662,2345.705803,"P08","em","",122.78,130,"x",758.7119662,2345.705803,NA,"em",17,825.877199472193,1653.94786886106,825.877199472193,1653.94786886106
"P0817-3","v",887.6005027,1921.221216,"P08","em","",122.78,130,"x",887.6005027,1921.221216,NA,"em",17,921.115856237512,1485.12059319014,921.115856237512,1485.12059319014
"P0818-1","v",885.8023122,2061.451745,"P08","em","",122.78,130,"x",885.8023122,2061.451745,NA,"em",18,919.841107431639,1543.74209399533,919.841107431639,1543.74209399533
"P0818-2","v",887.8605488,2341.054556,"P08","em","",122.78,130,"x",887.8605488,2341.054556,NA,"em",18,921.300085081355,1652.2287838449,921.300085081355,1652.2287838449
"P0818-3","v",878.5404313,2077.059158,"P08","em","",122.78,130,"x",878.5404313,2077.059158,NA,"em",18,914.678365249758,1550.08156658459,914.678365249758,1550.08156658459
"P0819-1","v",867.7619044,2152.275394,"P08","em","",122.78,130,"x",867.7619044,2152.275394,NA,"em",19,906.971553918467,1580.14194578051,906.971553918467,1580.14194578051
"P0819-2","v",791.2153003,2382.893425,"P08","em","",122.78,130,"x",791.2153003,2382.893425,NA,"em",19,850.665585504042,1667.59862118411,850.665585504042,1667.59862118411
"P0819-3","v",691.7923694,2294.118234,"P08","em","",122.78,130,"x",691.7923694,2294.118234,NA,"em",19,773.05390475181,1634.73264674614,773.05390475181,1634.73264674614
"P0820-1","v",851.1639956,2238.190239,"P08","em","",122.78,130,"x",851.1639956,2238.190239,NA,"em",20,894.999559988067,1613.52304748196,894.999559988067,1613.52304748196
"P0820-3","v",892.6187235,2217.552658,"P08","em","",122.78,130,"x",892.6187235,2217.552658,NA,"em",20,924.665682833506,1605.59451773939,924.665682833506,1605.59451773939
"P0821-1","v",940.0626953,1799.505865,"P08","em","",122.78,130,"x",940.0626953,1799.505865,NA,"em",21,957.684642653684,1431.63835114142,957.684642653684,1431.63835114142
"P0821-2","v",967.2818816,1849.072986,"P08","em","",122.78,130,"x",967.2818816,1849.072986,NA,"em",21,976.199465892699,1453.72615702913,976.199465892699,1453.72615702913
"P0821-3","v",937.827105,1838.120095,"P08","em","",122.78,130,"x",937.827105,1838.120095,NA,"em",21,956.150336573485,1448.8825903089,956.150336573485,1448.8825903089
"P0822-1","v",873.4711745,1996.888491,"P08","em","",122.78,130,"x",873.4711745,1996.888491,NA,"em",22,911.060345526995,1517.13122027956,911.060345526995,1517.13122027956
"P0822-2","v",846.5586879,2197.69351,"P08","em","",122.78,130,"x",846.5586879,2197.69351,NA,"em",22,891.655065322435,1597.91191692508,891.655065322435,1597.91191692508
"P0822-3","v",841.4943067,2035.630473,"P08","em","",122.78,130,"x",841.4943067,2035.630473,NA,"em",22,887.965662262688,1533.17482737492,887.965662262688,1533.17482737492
"P0823-1","v",797.3287231,2105.860917,"P08","em","",122.78,130,"x",797.3287231,2105.860917,NA,"em",23,855.267509603365,1561.68737842981,855.267509603365,1561.68737842981
"P0823-2","v",748.4609176,2358.298002,"P08","em","",122.78,130,"x",748.4609176,2358.298002,NA,"em",23,817.944640592868,1658.58876094623,817.944640592868,1658.58876094623
"P0823-3","v",725.8724911,2164.649555,"P08","em","",122.78,130,"x",725.8724911,2164.649555,NA,"em",23,800.265064476526,1585.01126246644,800.265064476526,1585.01126246644
"P0824-1","v",937.1059618,1754.518686,"P08","em","",122.78,130,"x",937.1059618,1754.518686,NA,"em",24,955.654962626147,1411.20890392498,955.654962626147,1411.20890392498
"P0824-2","v",860.7641234,2106.05253,"P08","em","",122.78,130,"x",860.7641234,2106.05253,NA,"em",24,901.939614895184,1561.76419025368,901.939614895184,1561.76419025368
"P0824-3","v",849.5243165,1870.539494,"P08","em","",122.78,130,"x",849.5243165,1870.539494,NA,"em",24,893.809921900004,1463.15896361901,893.809921900004,1463.15896361901
"P0825-1","v",831.3426413,1950.088536,"P08","em","",122.78,130,"x",831.3426413,1950.088536,NA,"em",25,880.533529999537,1497.4404693461,880.533529999537,1497.4404693461
"P0825-2","v",803.0664233,2257.700872,"P08","em","",122.78,130,"x",803.0664233,2257.700872,NA,"em",25,859.569545188476,1620.96758224155,859.569545188476,1620.96758224155
"P0825-3","v",876.3469101,2200.274752,"P08","em","",122.78,130,"x",876.3469101,2200.274752,NA,"em",25,913.114237858125,1598.91345390404,913.114237858125,1598.91345390404
"P0826-1","v",934.5222378,2008.937942,"P08","em","",122.78,130,"x",934.5222378,2008.937942,NA,"em",26,953.878335299555,1522.14563157057,953.878335299555,1522.14563157057
"P0826-2","v",817.9406871,1981.754648,"P08","em","",122.78,130,"x",817.9406871,1981.754648,NA,"em",26,870.646013582023,1510.8013951729,870.646013582023,1510.8013951729
"P0826-3","v",893.0417753,2042.376227,"P08","em","",122.78,130,"x",893.0417753,2042.376227,NA,"em",26,924.964432982389,1535.94509821743,924.964432982389,1535.94509821743
"P0827-1","v",965.0304533,1902.38354,"P08","em","",122.78,130,"x",965.0304533,1902.38354,NA,"em",27,974.679525497926,1477.00775212388,974.679525497926,1477.00775212388
"P0827-2","v",926.7910779,1881.765635,"P08","em","",122.78,130,"x",926.7910779,1881.765635,NA,"em",27,948.545391381815,1468.06062917954,948.545391381815,1468.06062917954
"P0827-3","v",1018.304524,1797.426887,"P08","em","",122.78,130,"x",1018.304524,1797.426887,NA,"em",27,1010.10542217742,1430.7023842533,1010.10542217742,1430.7023842533
"P0828-1","v",885.2387521,1841.703971,"P08","em","",122.78,130,"x",885.2387521,1841.703971,NA,"em",28,919.441298541312,1450.46974203871,919.441298541312,1450.46974203871
"P0828-2","v",861.0356333,2088.721488,"P08","em","",122.78,130,"x",861.0356333,2088.721488,NA,"em",28,902.135271584001,1554.79539691553,902.135271584001,1554.79539691553
"P0828-3","v",1007.621213,1940.880219,"P08","em","",122.78,130,"x",1007.621213,1940.880219,NA,"em",28,1003.09016809132,1493.52521866044,1003.09016809132,1493.52521866044
"P0829-1","v",857.5990543,1795.359087,"P08","em","",122.78,130,"x",857.5990543,1795.359087,NA,"em",29,899.656274170494,1429.77067656906,899.656274170494,1429.77067656906
"P0829-2","v",939.9912694,1663.564335,"P08","em","",122.78,130,"x",939.9912694,1663.564335,NA,"em",29,957.635654755835,1368.73571506755,957.635654755835,1368.73571506755
"P0829-3","v",901.0813492,1666.212171,"P08","em","",122.78,130,"x",901.0813492,1666.212171,NA,"em",29,930.626778503027,1369.99511764929,930.626778503027,1369.99511764929
"P0830-1","v",986.6999423,1718.810001,"P08","em","",122.78,130,"x",986.6999423,1718.810001,NA,"em",30,989.224056253513,1394.72462338098,989.224056253513,1394.72462338098
"P0830-2","v",953.5972781,1864.674858,"P08","em","",122.78,130,"x",953.5972781,1864.674858,NA,"em",30,966.929125626575,1460.58977052853,966.929125626575,1460.58977052853
"P0830-3","v",982.0256899,1731.230173,"P08","em","",122.78,130,"x",982.0256899,1731.230173,NA,"em",30,986.102574012884,1400.48561567894,986.102574012884,1400.48561567894
"P0916-1","v",688.931461,1937.909694,"P09","em","",98.17,127,"x",688.931461,1937.909694,NA,"em",16,770.739388053356,1492.25927916187,770.739388053356,1492.25927916187
"P0916-2","v",669.0344964,2018.192771,"P09","em","",98.17,127,"x",669.0344964,2018.192771,NA,"em",16,754.509350233324,1525.98193198802,754.509350233324,1525.98193198802
"P0916-3","v",665.4948613,1998.747728,"P09","em","",98.17,127,"x",665.4948613,1998.747728,NA,"em",16,751.597357972976,1517.90640674332,751.597357972976,1517.90640674332
"P0917-1","v",657.0252724,2097.523989,"P09","em","",98.17,127,"x",657.0252724,2097.523989,NA,"em",17,744.598829999807,1558.34026842136,744.598829999807,1558.34026842136
"P0917-2","v",666.0954049,2133.447544,"P09","em","",98.17,127,"x",666.0954049,2133.447544,NA,"em",17,752.0919453917,1572.69238453172,752.0919453917,1572.69238453172
"P0917-3","v",671.0359631,2125.157276,"P09","em","",98.17,127,"x",671.0359631,2125.157276,NA,"em",17,756.152589432747,1569.39648786764,756.152589432747,1569.39648786764
"P0918-1","v",656.1258913,2101.486225,"P09","em","",98.17,127,"x",656.1258913,2101.486225,NA,"em",18,743.853096157084,1559.93226900768,743.853096157084,1559.93226900768
"P0918-2","v",709.7196557,2021.659541,"P09","em","",98.17,127,"x",709.7196557,2021.659541,NA,"em",18,787.44991219192,1527.41561140581,787.44991219192,1527.41561140581
"P0918-3","v",721.9102575,1957.957045,"P09","em","",98.17,127,"x",721.9102575,1957.957045,NA,"em",18,797.135041158379,1500.77528776474,797.135041158379,1500.77528776474
"P0919-1","v",656.391704,2030.502378,"P09","em","",98.17,127,"x",656.391704,2030.502378,NA,"em",19,744.073549777399,1531.0643044312,744.073549777399,1531.0643044312
"P0919-2","v",642.4074398,2070.098952,"P09","em","",98.17,127,"x",642.4074398,2070.098952,NA,"em",19,732.416543922099,1547.2588592756,732.416543922099,1547.2588592756
"P0919-3","v",678.6262153,2024.372197,"P09","em","",98.17,127,"x",678.6262153,2024.372197,NA,"em",19,762.362595729392,1528.53615475454,762.362595729392,1528.53615475454
"P0920-1","v",776.332095,2000.898166,"P09","em","",98.17,127,"x",776.332095,2000.898166,NA,"em",20,839.38279508647,1518.80234016939,839.38279508647,1518.80234016939
"P0920-2","v",819.0618286,2038.76493,"P09","em","",98.17,127,"x",819.0618286,2038.76493,NA,"em",20,871.47649394481,1534.46289976903,871.47649394481,1534.46289976903
"P0921-1","v",751.7885616,1812.906773,"P09","em","",98.17,127,"x",751.7885616,1812.906773,NA,"em",21,820.52580556168,1437.65289249362,820.52580556168,1437.65289249362
"P0921-2","v",631.2199158,1822.889032,"P09","em","",98.17,127,"x",631.2199158,1822.889032,NA,"em",21,723.003074642256,1442.11228153285,723.003074642256,1442.11228153285
"P0921-3","v",671.9504771,1887.729039,"P09","em","",98.17,127,"x",671.9504771,1887.729039,NA,"em",21,756.90262314574,1470.65576686141,756.90262314574,1470.65576686141
"P0922-1","v",710.0183448,2098.537964,"P09","em","",98.17,127,"x",710.0183448,2098.537964,NA,"em",22,787.688212547164,1558.74789154188,787.688212547164,1558.74789154188
"P0922-2","v",645.132018,2359.966886,"P09","em","",98.17,127,"x",645.132018,2359.966886,NA,"em",22,734.69719395717,1659.20239853837,734.69719395717,1659.20239853837
"P0922-3","v",674.5664887,2125.579366,"P09","em","",98.17,127,"x",674.5664887,2125.579366,NA,"em",22,759.045373530247,1569.56452840742,759.045373530247,1569.56452840742
"P0923-1","v",826.7284388,2041.61542,"P09","em","",98.17,127,"x",826.7284388,2041.61542,NA,"em",23,877.139126432904,1535.63299964009,877.139126432904,1535.63299964009
"P0923-2","v",713.6765221,1875.110492,"P09","em","",98.17,127,"x",713.6765221,1875.110492,NA,"em",23,790.602694028663,1465.15737537093,790.602694028663,1465.15737537093
"P0923-3","v",735.9776077,2017.223613,"P09","em","",98.17,127,"x",735.9776077,2017.223613,NA,"em",23,808.208535634056,1525.58081057957,808.208535634056,1525.58081057957
"P0924-1","v",755.1884682,1917.577447,"P09","em","",98.17,127,"x",755.1884682,1917.577447,NA,"em",24,823.156919501509,1483.55588530997,823.156919501509,1483.55588530997
"P0924-2","v",686.5836826,1634.660549,"P09","em","",98.17,127,"x",686.5836826,1634.660549,NA,"em",24,768.83643674435,1354.89557509064,768.83643674435,1354.89557509064
"P0924-3","v",785.3572793,1909.154116,"P09","em","",98.17,127,"x",785.3572793,1909.154116,NA,"em",24,846.238182256562,1479.93038356941,846.238182256562,1479.93038356941
"P0925-1","v",694.128884,2321.499954,"P09","em","",98.17,127,"x",694.128884,2321.499954,NA,"em",25,774.940652478769,1644.97258957231,774.940652478769,1644.97258957231
"P0925-2","v",683.5765322,2008.801476,"P09","em","",98.17,127,"x",683.5765322,2008.801476,NA,"em",25,766.394330784352,1522.08896584936,766.394330784352,1522.08896584936
"P0925-3","v",697.8840791,2072.186688,"P09","em","",98.17,127,"x",697.8840791,2072.186688,NA,"em",25,777.966377161815,1548.10628328981,777.966377161815,1548.10628328981
"P0926-1","v",723.1917497,2001.375695,"P09","em","",98.17,127,"x",723.1917497,2001.375695,NA,"em",26,798.148327585848,1519.00119549521,798.148327585848,1519.00119549521
"P0926-2","v",654.9894182,2016.083484,"P09","em","",98.17,127,"x",654.9894182,2016.083484,NA,"em",26,742.910066681019,1525.10874338906,742.910066681019,1525.10874338906
"P0926-3","v",686.3393719,2004.572878,"P09","em","",98.17,127,"x",686.3393719,2004.572878,NA,"em",26,768.638229856882,1520.33167965028,768.638229856882,1520.33167965028
"P0927-1","v",740.8494081,1947.402998,"P09","em","",98.17,127,"x",740.8494081,1947.402998,NA,"em",27,812.018230779276,1496.30002226267,812.018230779276,1496.30002226267
"P0927-2","v",863.0451414,1317.637207,"P09","em","",98.17,127,"x",863.0451414,1317.637207,NA,"em",27,903.582315253993,1190.73964857491,903.582315253993,1190.73964857491
"P0927-3","v",837.6866799,2098.283156,"P09","em","",98.17,127,"x",837.6866799,2098.283156,NA,"em",27,885.183813913811,1558.64547132202,885.183813913811,1558.64547132202
"P0928-1","v",676.4041015,1962.169169,"P09","em","",98.17,127,"x",676.4041015,1962.169169,NA,"em",28,760.548107816821,1502.55640855926,760.548107816821,1502.55640855926
"P0928-2","v",770.4565353,1874.422953,"P09","em","",98.17,127,"x",770.4565353,1874.422953,NA,"em",28,834.897253325009,1464.85701437987,834.897253325009,1464.85701437987
